,0um,50um,150um,200um,250um,300um,350um,400um,450um,500um
2.00E-02,2.13E+27,1.92E+27,1.59E+27,1.30E+27,1.07E+27,8.51E+26,6.95E+26,5.65E+26,4.64E+26,3.81E+26
4.00E-02,1.43E+27,1.28E+27,1.06E+27,8.73E+26,7.15E+26,5.87E+26,4.73E+26,3.94E+26,3.34E+26,2.82E+26
5.50E-02,4.73E+26,4.24E+26,3.51E+26,2.99E+26,2.50E+26,2.08E+26,1.73E+26,1.50E+26,1.26E+26,1.10E+26
6.00E-02,4.32E+26,4.05E+26,3.55E+26,3.02E+26,2.56E+26,2.13E+26,1.83E+26,1.54E+26,1.29E+26,1.10E+26
6.50E-02,4.42E+26,3.94E+26,3.41E+26,2.93E+26,2.50E+26,2.14E+26,1.86E+26,1.56E+26,1.33E+26,1.16E+26
7.00E-02,4.64E+26,4.29E+26,3.78E+26,3.33E+26,2.75E+26,2.32E+26,1.97E+26,1.66E+26,1.40E+26,1.17E+26
7.50E-02,5.59E+26,5.27E+26,4.51E+26,3.87E+26,3.21E+26,2.72E+26,2.36E+26,2.03E+26,1.78E+26,1.53E+26
8.00E-02,6.33E+26,5.88E+26,5.29E+26,4.60E+26,3.93E+26,3.36E+26,2.84E+26,2.40E+26,2.10E+26,1.83E+26
8.50E-02,6.58E+26,6.23E+26,5.64E+26,5.06E+26,4.45E+26,3.83E+26,3.28E+26,2.82E+26,2.47E+26,2.14E+26
9.00E-02,5.93E+26,5.74E+26,5.13E+26,4.59E+26,4.01E+26,3.58E+26,3.21E+26,2.76E+26,2.39E+26,2.10E+26
9.50E-02,5.06E+26,4.91E+26,4.53E+26,4.07E+26,3.62E+26,3.23E+26,2.75E+26,2.43E+26,2.12E+26,1.86E+26
1.00E-01,4.61E+26,4.29E+26,3.94E+26,3.38E+26,2.99E+26,2.60E+26,2.26E+26,1.99E+26,1.71E+26,1.51E+26
1.05E-01,4.45E+26,3.98E+26,3.52E+26,2.99E+26,2.59E+26,2.22E+26,1.90E+26,1.65E+26,1.44E+26,1.23E+26
1.10E-01,4.40E+26,3.97E+26,3.40E+26,2.84E+26,2.38E+26,2.00E+26,1.74E+26,1.52E+26,1.29E+26,1.14E+26
1.15E-01,4.55E+26,4.01E+26,3.31E+26,2.79E+26,2.37E+26,2.03E+26,1.75E+26,1.50E+26,1.29E+26,1.12E+26
1.20E-01,4.62E+26,4.12E+26,3.46E+26,2.85E+26,2.38E+26,2.01E+26,1.68E+26,1.44E+26,1.26E+26,1.06E+26
1.25E-01,4.96E+26,4.30E+26,3.65E+26,2.99E+26,2.47E+26,2.08E+26,1.73E+26,1.47E+26,1.27E+26,1.11E+26
1.30E-01,5.16E+26,4.48E+26,3.72E+26,3.13E+26,2.60E+26,2.23E+26,1.80E+26,1.52E+26,1.28E+26,1.10E+26
1.35E-01,5.15E+26,4.51E+26,3.74E+26,3.04E+26,2.52E+26,2.17E+26,1.80E+26,1.49E+26,1.27E+26,1.10E+26
1.40E-01,5.24E+26,4.45E+26,3.71E+26,3.11E+26,2.55E+26,2.07E+26,1.74E+26,1.48E+26,1.27E+26,1.10E+26
1.45E-01,5.18E+26,4.39E+26,3.57E+26,2.93E+26,2.37E+26,2.00E+26,1.70E+26,1.45E+26,1.27E+26,1.12E+26
1.50E-01,4.88E+26,4.24E+26,3.50E+26,2.94E+26,2.47E+26,2.09E+26,1.78E+26,1.53E+26,1.29E+26,1.12E+26
1.55E-01,4.65E+26,3.97E+26,3.27E+26,2.73E+26,2.28E+26,1.99E+26,1.72E+26,1.46E+26,1.28E+26,1.12E+26
1.60E-01,4.34E+26,3.82E+26,3.15E+26,2.65E+26,2.22E+26,1.89E+26,1.56E+26,1.32E+26,1.15E+26,9.70E+25
1.65E-01,3.89E+26,3.38E+26,2.86E+26,2.40E+26,2.02E+26,1.74E+26,1.51E+26,1.31E+26,1.12E+26,9.90E+25
1.70E-01,3.59E+26,3.11E+26,2.67E+26,2.26E+26,1.96E+26,1.64E+26,1.43E+26,1.22E+26,1.02E+26,8.80E+25
1.75E-01,3.12E+26,2.79E+26,2.35E+26,2.04E+26,1.77E+26,1.53E+26,1.31E+26,1.11E+26,9.51E+25,8.19E+25
1.80E-01,2.66E+26,2.44E+26,2.16E+26,1.92E+26,1.67E+26,1.47E+26,1.27E+26,1.10E+26,9.41E+25,8.22E+25
1.85E-01,2.38E+26,2.27E+26,2.05E+26,1.82E+26,1.63E+26,1.45E+26,1.22E+26,1.08E+26,9.33E+25,8.01E+25
1.90E-01,2.24E+26,2.10E+26,1.97E+26,1.76E+26,1.57E+26,1.41E+26,1.25E+26,1.08E+26,9.48E+25,8.38E+25
1.95E-01,2.27E+26,2.19E+26,2.04E+26,1.86E+26,1.68E+26,1.47E+26,1.31E+26,1.15E+26,1.01E+26,8.92E+25
2.00E-01,2.40E+26,2.34E+26,2.16E+26,1.98E+26,1.77E+26,1.56E+26,1.39E+26,1.20E+26,1.04E+26,9.12E+25
2.05E-01,2.55E+26,2.46E+26,2.34E+26,2.15E+26,1.92E+26,1.64E+26,1.43E+26,1.26E+26,1.11E+26,9.98E+25
2.10E-01,2.73E+26,2.70E+26,2.53E+26,2.32E+26,2.09E+26,1.85E+26,1.61E+26,1.41E+26,1.21E+26,1.06E+26
2.15E-01,3.01E+26,2.89E+26,2.68E+26,2.45E+26,2.14E+26,1.86E+26,1.62E+26,1.41E+26,1.22E+26,1.04E+26
2.20E-01,3.29E+26,3.17E+26,2.94E+26,2.61E+26,2.30E+26,1.99E+26,1.73E+26,1.49E+26,1.28E+26,1.14E+26
2.25E-01,3.56E+26,3.43E+26,3.15E+26,2.79E+26,2.43E+26,2.11E+26,1.80E+26,1.58E+26,1.37E+26,1.20E+26
2.30E-01,3.93E+26,3.77E+26,3.40E+26,2.98E+26,2.57E+26,2.22E+26,1.91E+26,1.67E+26,1.44E+26,1.24E+26
2.35E-01,4.38E+26,4.08E+26,3.64E+26,3.19E+26,2.75E+26,2.36E+26,2.05E+26,1.77E+26,1.50E+26,1.31E+26
2.40E-01,4.70E+26,4.44E+26,3.98E+26,3.45E+26,2.90E+26,2.48E+26,2.09E+26,1.78E+26,1.55E+26,1.38E+26
2.45E-01,5.03E+26,4.63E+26,4.07E+26,3.53E+26,3.01E+26,2.57E+26,2.22E+26,1.89E+26,1.61E+26,1.36E+26
2.50E-01,5.38E+26,4.90E+26,4.33E+26,3.70E+26,3.17E+26,2.64E+26,2.22E+26,1.92E+26,1.66E+26,1.41E+26
2.55E-01,5.94E+26,5.45E+26,4.62E+26,3.93E+26,3.32E+26,2.79E+26,2.40E+26,2.05E+26,1.76E+26,1.53E+26
2.60E-01,5.98E+26,5.45E+26,4.69E+26,3.93E+26,3.31E+26,2.78E+26,2.41E+26,2.04E+26,1.75E+26,1.51E+26
2.65E-01,6.26E+26,5.66E+26,4.83E+26,4.07E+26,3.42E+26,2.85E+26,2.40E+26,2.03E+26,1.72E+26,1.47E+26
2.70E-01,6.68E+26,6.09E+26,5.13E+26,4.35E+26,3.64E+26,3.07E+26,2.61E+26,2.22E+26,1.90E+26,1.62E+26
2.75E-01,6.78E+26,6.12E+26,5.17E+26,4.28E+26,3.61E+26,3.05E+26,2.58E+26,2.18E+26,1.84E+26,1.60E+26
2.80E-01,7.23E+26,6.40E+26,5.36E+26,4.44E+26,3.66E+26,3.04E+26,2.58E+26,2.19E+26,1.85E+26,1.60E+26
2.85E-01,7.60E+26,6.67E+26,5.50E+26,4.53E+26,3.72E+26,3.11E+26,2.63E+26,2.21E+26,1.88E+26,1.59E+26
2.90E-01,7.32E+26,6.30E+26,5.18E+26,4.23E+26,3.47E+26,2.86E+26,2.41E+26,2.01E+26,1.71E+26,1.47E+26
2.95E-01,6.92E+26,6.08E+26,5.03E+26,4.12E+26,3.37E+26,2.80E+26,2.34E+26,1.96E+26,1.67E+26,1.44E+26
3.00E-01,5.62E+26,4.90E+26,3.98E+26,3.27E+26,2.67E+26,2.19E+26,1.81E+26,1.49E+26,1.25E+26,1.05E+26
3.05E-01,4.43E+26,4.13E+26,3.64E+26,3.17E+26,2.74E+26,2.35E+26,2.01E+26,1.72E+26,1.48E+26,1.28E+26
3.10E-01,3.41E+26,3.19E+26,2.91E+26,2.60E+26,2.30E+26,2.02E+26,1.76E+26,1.52E+26,1.34E+26,1.17E+26
3.15E-01,2.13E+26,2.19E+26,2.26E+26,2.23E+26,2.09E+26,1.89E+26,1.70E+26,1.51E+26,1.34E+26,1.20E+26
3.20E-01,7.03E+26,6.77E+26,5.98E+26,5.10E+26,4.28E+26,3.60E+26,3.05E+26,2.61E+26,2.23E+26,1.95E+26
3.25E-01,9.68E+26,8.80E+26,7.31E+26,5.97E+26,4.89E+26,4.04E+26,3.36E+26,2.83E+26,2.40E+26,2.05E+26
3.30E-01,1.04E+27,9.22E+26,7.63E+26,6.19E+26,5.05E+26,4.19E+26,3.50E+26,2.98E+26,2.53E+26,2.16E+26
3.35E-01,1.05E+27,9.31E+26,7.60E+26,6.20E+26,5.06E+26,4.14E+26,3.42E+26,2.87E+26,2.38E+26,2.01E+26
3.40E-01,1.01E+27,8.94E+26,7.32E+26,5.92E+26,4.81E+26,3.91E+26,3.19E+26,2.64E+26,2.20E+26,1.87E+26
3.45E-01,9.22E+26,8.31E+26,6.87E+26,5.63E+26,4.62E+26,3.79E+26,3.13E+26,2.63E+26,2.25E+26,1.91E+26
3.50E-01,7.36E+26,6.84E+26,5.90E+26,4.95E+26,4.09E+26,3.40E+26,2.84E+26,2.42E+26,2.05E+26,1.76E+26
3.55E-01,6.43E+26,6.03E+26,5.29E+26,4.44E+26,3.71E+26,3.11E+26,2.61E+26,2.18E+26,1.87E+26,1.60E+26
3.60E-01,6.66E+26,6.18E+26,5.28E+26,4.46E+26,3.76E+26,3.12E+26,2.62E+26,2.23E+26,1.91E+26,1.65E+26
3.65E-01,6.13E+26,5.76E+26,5.02E+26,4.23E+26,3.56E+26,2.98E+26,2.52E+26,2.12E+26,1.80E+26,1.53E+26
3.70E-01,6.44E+26,5.96E+26,5.07E+26,4.23E+26,3.48E+26,2.91E+26,2.44E+26,2.05E+26,1.72E+26,1.48E+26
3.75E-01,6.26E+26,5.71E+26,4.83E+26,4.01E+26,3.32E+26,2.72E+26,2.27E+26,1.90E+26,1.60E+26,1.36E+26
3.80E-01,5.94E+26,5.37E+26,4.46E+26,3.65E+26,2.98E+26,2.45E+26,2.03E+26,1.70E+26,1.43E+26,1.21E+26
3.85E-01,5.50E+26,4.88E+26,4.05E+26,3.25E+26,2.66E+26,2.19E+26,1.81E+26,1.50E+26,1.26E+26,1.07E+26
3.90E-01,5.00E+26,4.36E+26,3.54E+26,2.87E+26,2.31E+26,1.88E+26,1.54E+26,1.27E+26,1.06E+26,8.85E+25
3.95E-01,4.46E+26,3.91E+26,3.17E+26,2.53E+26,2.06E+26,1.67E+26,1.37E+26,1.13E+26,9.44E+25,8.01E+25
4.00E-01,3.85E+26,3.35E+26,2.70E+26,2.15E+26,1.71E+26,1.40E+26,1.13E+26,9.32E+25,7.85E+25,6.65E+25
4.05E-01,3.34E+26,2.90E+26,2.35E+26,1.86E+26,1.48E+26,1.18E+26,9.82E+25,8.16E+25,6.87E+25,5.80E+25
4.10E-01,2.79E+26,2.41E+26,1.97E+26,1.58E+26,1.28E+26,1.03E+26,8.43E+25,7.03E+25,5.79E+25,4.90E+25
4.15E-01,2.43E+26,2.12E+26,1.70E+26,1.35E+26,1.08E+26,8.69E+25,7.11E+25,5.94E+25,4.89E+25,4.17E+25
4.20E-01,2.09E+26,1.82E+26,1.48E+26,1.19E+26,9.66E+25,7.80E+25,6.35E+25,5.32E+25,4.41E+25,3.70E+25
4.25E-01,1.80E+26,1.60E+26,1.31E+26,1.06E+26,8.52E+25,6.93E+25,5.68E+25,4.77E+25,3.94E+25,3.37E+25
4.30E-01,1.69E+26,1.50E+26,1.23E+26,9.91E+25,8.14E+25,6.76E+25,5.64E+25,4.72E+25,4.00E+25,3.29E+25
4.35E-01,1.65E+26,1.46E+26,1.19E+26,9.75E+25,7.96E+25,6.57E+25,5.49E+25,4.62E+25,3.87E+25,3.30E+25
4.40E-01,1.59E+26,1.41E+26,1.16E+26,9.43E+25,7.67E+25,6.54E+25,5.40E+25,4.46E+25,3.69E+25,3.15E+25
4.45E-01,1.56E+26,1.38E+26,1.14E+26,9.31E+25,7.49E+25,6.25E+25,5.21E+25,4.38E+25,3.75E+25,3.27E+25
4.50E-01,1.59E+26,1.40E+26,1.17E+26,9.44E+25,7.79E+25,6.45E+25,5.32E+25,4.44E+25,3.78E+25,3.17E+25
4.55E-01,1.59E+26,1.41E+26,1.15E+26,9.25E+25,7.52E+25,6.13E+25,5.00E+25,4.08E+25,3.45E+25,3.01E+25
4.60E-01,1.69E+26,1.49E+26,1.22E+26,9.89E+25,8.07E+25,6.53E+25,5.39E+25,4.47E+25,3.75E+25,3.10E+25
4.65E-01,1.65E+26,1.49E+26,1.23E+26,1.01E+26,8.20E+25,6.57E+25,5.40E+25,4.53E+25,3.86E+25,3.23E+25
4.70E-01,1.74E+26,1.53E+26,1.25E+26,1.00E+26,8.21E+25,6.74E+25,5.58E+25,4.56E+25,3.97E+25,3.29E+25
4.75E-01,1.71E+26,1.53E+26,1.24E+26,1.01E+26,8.33E+25,6.75E+25,5.57E+25,4.64E+25,3.88E+25,3.19E+25
4.80E-01,1.75E+26,1.55E+26,1.26E+26,1.01E+26,8.25E+25,6.86E+25,5.63E+25,4.74E+25,4.04E+25,3.39E+25
4.85E-01,1.76E+26,1.57E+26,1.28E+26,1.03E+26,8.38E+25,7.01E+25,5.85E+25,4.91E+25,4.20E+25,3.58E+25
4.90E-01,1.77E+26,1.57E+26,1.30E+26,1.04E+26,8.48E+25,6.96E+25,5.71E+25,4.87E+25,4.07E+25,3.48E+25
4.95E-01,1.79E+26,1.61E+26,1.31E+26,1.05E+26,8.58E+25,6.90E+25,5.58E+25,4.66E+25,3.92E+25,3.24E+25
5.00E-01,1.78E+26,1.56E+26,1.26E+26,9.99E+25,8.11E+25,6.71E+25,5.59E+25,4.70E+25,3.94E+25,3.32E+25
5.05E-01,1.72E+26,1.53E+26,1.24E+26,1.00E+26,8.16E+25,6.69E+25,5.52E+25,4.61E+25,3.92E+25,3.31E+25
5.10E-01,1.75E+26,1.55E+26,1.27E+26,1.03E+26,8.45E+25,6.85E+25,5.76E+25,4.75E+25,4.07E+25,3.44E+25
5.15E-01,1.67E+26,1.47E+26,1.21E+26,9.75E+25,7.84E+25,6.26E+25,5.21E+25,4.40E+25,3.73E+25,3.23E+25
5.20E-01,1.62E+26,1.43E+26,1.16E+26,9.49E+25,7.75E+25,6.21E+25,5.22E+25,4.33E+25,3.67E+25,3.13E+25
5.25E-01,1.62E+26,1.43E+26,1.15E+26,9.16E+25,7.50E+25,6.13E+25,5.06E+25,4.31E+25,3.79E+25,3.25E+25
5.30E-01,1.60E+26,1.40E+26,1.13E+26,9.24E+25,7.52E+25,6.23E+25,5.06E+25,4.28E+25,3.65E+25,3.15E+25
5.35E-01,1.55E+26,1.35E+26,1.09E+26,8.74E+25,7.26E+25,5.94E+25,4.83E+25,3.99E+25,3.40E+25,2.90E+25
5.40E-01,1.51E+26,1.32E+26,1.07E+26,8.66E+25,6.91E+25,5.68E+25,4.78E+25,3.89E+25,3.29E+25,2.68E+25
5.45E-01,1.46E+26,1.27E+26,1.04E+26,8.31E+25,6.69E+25,5.44E+25,4.40E+25,3.69E+25,3.13E+25,2.66E+25
5.50E-01,1.35E+26,1.19E+26,9.61E+25,7.69E+25,6.26E+25,4.98E+25,4.16E+25,3.38E+25,2.83E+25,2.39E+25
5.55E-01,1.35E+26,1.17E+26,9.39E+25,7.52E+25,6.06E+25,4.93E+25,4.15E+25,3.46E+25,2.92E+25,2.50E+25
5.60E-01,1.32E+26,1.15E+26,9.17E+25,7.33E+25,5.83E+25,4.66E+25,3.85E+25,3.15E+25,2.72E+25,2.26E+25
5.65E-01,1.25E+26,1.05E+26,8.26E+25,6.56E+25,5.32E+25,4.30E+25,3.64E+25,2.97E+25,2.52E+25,2.15E+25
5.70E-01,1.19E+26,1.03E+26,8.25E+25,6.59E+25,5.42E+25,4.32E+25,3.55E+25,2.96E+25,2.47E+25,2.07E+25
5.75E-01,1.12E+26,9.65E+25,7.75E+25,6.07E+25,4.83E+25,3.94E+25,3.15E+25,2.70E+25,2.36E+25,1.99E+25
5.80E-01,1.09E+26,9.33E+25,7.44E+25,5.97E+25,4.80E+25,3.91E+25,3.23E+25,2.64E+25,2.18E+25,1.85E+25
5.85E-01,1.01E+26,8.66E+25,6.98E+25,5.59E+25,4.46E+25,3.65E+25,2.94E+25,2.46E+25,2.11E+25,1.79E+25
5.90E-01,9.55E+25,8.22E+25,6.54E+25,5.01E+25,4.01E+25,3.27E+25,2.70E+25,2.31E+25,1.93E+25,1.60E+25
5.95E-01,9.22E+25,7.66E+25,6.11E+25,4.85E+25,3.87E+25,3.14E+25,2.58E+25,2.14E+25,1.88E+25,1.58E+25
6.00E-01,8.28E+25,7.30E+25,5.76E+25,4.57E+25,3.68E+25,2.97E+25,2.43E+25,2.07E+25,1.74E+25,1.51E+25
6.05E-01,8.22E+25,7.00E+25,5.60E+25,4.49E+25,3.59E+25,2.92E+25,2.44E+25,2.04E+25,1.70E+25,1.42E+25
6.10E-01,7.60E+25,6.40E+25,5.13E+25,3.99E+25,3.30E+25,2.77E+25,2.33E+25,1.89E+25,1.59E+25,1.35E+25
6.15E-01,7.36E+25,6.29E+25,4.94E+25,3.98E+25,3.16E+25,2.57E+25,2.18E+25,1.84E+25,1.55E+25,1.33E+25
6.20E-01,7.05E+25,6.14E+25,4.98E+25,3.98E+25,3.25E+25,2.63E+25,2.14E+25,1.75E+25,1.45E+25,1.22E+25
6.25E-01,6.68E+25,5.69E+25,4.43E+25,3.60E+25,2.96E+25,2.45E+25,1.97E+25,1.67E+25,1.41E+25,1.21E+25
6.30E-01,6.35E+25,5.33E+25,4.39E+25,3.48E+25,2.87E+25,2.30E+25,1.82E+25,1.54E+25,1.29E+25,1.08E+25
6.35E-01,6.25E+25,5.22E+25,4.12E+25,3.29E+25,2.69E+25,2.15E+25,1.74E+25,1.44E+25,1.24E+25,1.03E+25
6.40E-01,6.04E+25,4.98E+25,3.98E+25,3.23E+25,2.67E+25,2.19E+25,1.80E+25,1.52E+25,1.31E+25,1.10E+25
6.45E-01,5.79E+25,4.89E+25,3.90E+25,3.20E+25,2.54E+25,2.02E+25,1.61E+25,1.34E+25,1.11E+25,9.37E+24
6.50E-01,5.37E+25,4.57E+25,3.78E+25,3.01E+25,2.48E+25,2.00E+25,1.69E+25,1.38E+25,1.17E+25,9.85E+24
6.55E-01,5.32E+25,4.57E+25,3.63E+25,2.89E+25,2.34E+25,1.90E+25,1.62E+25,1.31E+25,1.10E+25,9.19E+24
6.60E-01,4.84E+25,4.15E+25,3.21E+25,2.58E+25,2.04E+25,1.70E+25,1.39E+25,1.21E+25,9.73E+24,8.34E+24
6.65E-01,4.71E+25,3.98E+25,3.15E+25,2.49E+25,2.09E+25,1.67E+25,1.32E+25,1.08E+25,8.57E+24,7.37E+24
6.70E-01,4.35E+25,3.69E+25,2.91E+25,2.42E+25,2.00E+25,1.62E+25,1.32E+25,1.08E+25,9.27E+24,7.56E+24
6.75E-01,4.49E+25,3.77E+25,3.02E+25,2.38E+25,1.79E+25,1.41E+25,1.14E+25,9.42E+24,7.60E+24,6.54E+24
6.80E-01,4.25E+25,3.58E+25,2.75E+25,2.22E+25,1.82E+25,1.42E+25,1.22E+25,1.06E+25,8.70E+24,7.54E+24
6.85E-01,3.95E+25,3.33E+25,2.63E+25,2.12E+25,1.62E+25,1.27E+25,1.06E+25,8.97E+24,7.76E+24,6.45E+24
6.90E-01,3.57E+25,2.91E+25,2.28E+25,1.84E+25,1.56E+25,1.22E+25,9.60E+24,8.17E+24,7.22E+24,6.25E+24
6.95E-01,3.46E+25,3.00E+25,2.42E+25,1.93E+25,1.60E+25,1.26E+25,9.94E+24,8.16E+24,6.89E+24,5.75E+24
7.00E-01,3.46E+25,2.85E+25,2.22E+25,1.73E+25,1.38E+25,1.08E+25,9.29E+24,7.27E+24,6.14E+24,5.35E+24
7.05E-01,3.17E+25,2.72E+25,2.23E+25,1.73E+25,1.37E+25,1.08E+25,9.02E+24,7.86E+24,6.78E+24,5.98E+24
7.10E-01,2.98E+25,2.50E+25,2.02E+25,1.55E+25,1.19E+25,9.34E+24,7.45E+24,6.27E+24,5.21E+24,4.47E+24
7.15E-01,2.86E+25,2.39E+25,1.93E+25,1.53E+25,1.20E+25,9.53E+24,7.57E+24,6.44E+24,5.44E+24,4.75E+24
7.20E-01,2.82E+25,2.37E+25,1.85E+25,1.44E+25,1.14E+25,8.92E+24,7.33E+24,6.01E+24,5.22E+24,4.38E+24
7.25E-01,2.67E+25,2.18E+25,1.66E+25,1.25E+25,1.03E+25,8.72E+24,7.46E+24,6.01E+24,4.97E+24,4.32E+24
